-1.501666666666663197e+01	4.379262649336029156e+00	3.214166355455112534e-01
2.347499999999999076e+01	-6.824458342633346497e+00	2.189326706898100661e-01
2.557500000000001350e+01	-3.401998615846736129e+00	1.223025028878167025e-01
3.988333333333333997e+01	3.401998615846736129e+00	8.244858852585094933e-02
2.296666666666667211e+01	-2.117148423354082265e+00	5.961933098438652046e-01
-5.524999999999987033e+00	-5.274111713962338577e+00	2.358374727970703466e-01
2.482500000000000639e+01	-2.942960563118651063e+00	1.200208115565427752e-01
4.581666666666664867e+01	1.933700401153801263e+00	9.011751038625483157e-02
2.191666666666665986e+00	-8.295619747243433650e+00	1.523806685729597044e-01
3.513333333333332575e+01	2.525818026664140348e+00	8.745724642706696750e-02
4.849999999999998579e+01	1.408475186149814151e+00	1.182197400062630910e-01
2.581666666666667354e+01	3.468785301724024883e+00	1.058063623222330607e-01
-3.183333333333254078e+00	-2.325638549194403382e+00	1.829506206350552389e-01
4.666666666666664298e+00	-1.733597835158514400e+00	1.606317082227094184e-01
4.130833333333332291e+01	1.333453705353935703e+00	1.166439773653735329e-01
-2.127499999999997371e+01	-3.385302671011383158e+00	1.117567834239753116e-01
-4.583333333332963444e-01	-2.742714025036818715e+00	8.693218128890731200e-02
2.181666666666666643e+01	-4.036671946248370446e+00	3.498598185500880198e-01
3.416666666666666430e+01	-1.416668110136470038e-01	3.443870881413572116e-01
3.757500000000000284e+01	-6.036159496354344789e+00	3.847109917097484844e-01
1.083333333333333703e+00	-3.911370643914702683e+00	1.234492931197994081e-01
2.491666666666667851e+01	-3.376954806603714943e+00	9.832583573195266546e-02
-1.872500000000008313e+01	-4.496280159492907380e+00	1.628236345968260002e-01
-2.591666666666666341e+00	-1.033389359173351396e+00	3.574587522290764152e-01
4.668333333333332291e+01	5.198797386619406602e+00	1.098859165710821678e-01
3.735833333333334139e+01	-6.673411642469265992e+00	8.381763958607686693e-02
3.079999999999999361e+01	-5.000063464137443070e-01	8.428123697405434656e-02
3.495000000000001705e+01	-1.833336461787531402e-01	2.154514014108243058e-01
5.008333333333344406e+00	2.233899261394991953e+00	1.191519790581254679e-01
